,START_DATE,END_DATE,CATEGORY,START,STOP,MILES,PURPOSE,DURATION
421,2016-06-08 17:59:00,2016-06-08 18:05:00,Business,Tribeca,Financial District,0.9,Errand/Supplies,0 days 00:06:00
422,2016-06-08 20:11:00,2016-06-08 20:25:00,Business,Financial District,Kips Bay,4.8,Errand/Supplies,0 days 00:14:00
423,2016-06-10 15:19:00,2016-06-10 16:28:00,Business,New York,Jamaica,16.3,Meeting,0 days 01:09:00
424,2016-06-10 21:47:00,2016-06-10 22:04:00,Business,Cary,Durham,10.4,Meeting,0 days 00:17:00
425,2016-06-10 23:53:00,2016-06-11 00:01:00,Business,Durham,Cary,9.9,Meeting,0 days 00:08:00
426,2016-06-11 17:08:00,2016-06-11 17:16:00,Business,Cary,Morrisville,3.7,Errand/Supplies,0 days 00:08:00
427,2016-06-11 17:34:00,2016-06-11 17:39:00,Business,Morrisville,Cary,4.6,Meal/Entertain,0 days 00:05:00
428,2016-06-11 17:50:00,2016-06-11 17:56:00,Business,Westpark Place,Whitebridge,1.7,Missing_val,0 days 00:06:00
429,2016-06-11 21:45:00,2016-06-11 22:04:00,Business,Cary,Durham,10.4,Meeting,0 days 00:19:00
430,2016-06-11 23:39:00,2016-06-12 00:05:00,Business,Durham,Cary,9.9,Meeting,0 days 00:26:00
431,2016-06-12 19:53:00,2016-06-12 19:56:00,Business,Cary,Morrisville,2.5,Meal/Entertain,0 days 00:03:00
432,2016-06-12 20:05:00,2016-06-12 20:16:00,Business,Morrisville,Cary,4.3,Errand/Supplies,0 days 00:11:00
433,2016-06-12 21:58:00,2016-06-12 22:19:00,Business,Parkway,Whitebridge,2.8,Errand/Supplies,0 days 00:21:00
434,2025-01-01 00:00:00,2025-01-01 01:00:00,Business,Cary,Morrisville,8.4,Meal/Entertain,0 days 00:19:19.571428571
435,2025-01-01 00:00:00,2025-01-01 01:00:00,Business,Oakland,Emeryville,13.2,Meeting,0 days 00:19:19.571428571
436,2025-01-01 00:00:00,2025-01-01 01:00:00,Business,Emeryville,Berkeley,3.9,Meal/Entertain,0 days 00:19:19.571428571
437,2025-01-01 00:00:00,2025-01-01 01:00:00,Business,Berkeley,Oakland,5.1,Meal/Entertain,0 days 00:19:19.571428571
438,2025-01-01 00:00:00,2025-01-01 01:00:00,Business,Oakland,Unknown Location,5.2,Customer Visit,0 days 00:19:19.571428571
439,2025-01-01 00:00:00,2025-01-01 01:00:00,Business,Emeryville,San Francisco,9.8,Missing_val,0 days 00:19:19.571428571
440,2025-01-01 00:00:00,2025-01-01 01:00:00,Business,San Francisco,Emeryville,11.6,Meeting,0 days 00:19:19.571428571
441,2025-01-01 00:00:00,2025-01-01 01:00:00,Business,Emeryville,Oakland,5.1,Meeting,0 days 00:19:19.571428571
442,2025-01-01 00:00:00,2025-01-01 01:00:00,Business,Downtown,Bay Farm Island,9.3,Errand/Supplies,0 days 00:19:19.571428571
443,2025-01-01 00:00:00,2025-01-01 01:00:00,Business,Kenner,New Orleans,12.4,Between Offices,0 days 00:19:19.571428571
444,2025-01-01 00:00:00,2025-01-01 01:00:00,Business,CBD,Lower Garden District,1.9,Between Offices,0 days 00:19:19.571428571
445,2025-01-01 00:00:00,2025-01-01 01:00:00,Business,Lower Garden District,Lakeview,6.4,Customer Visit,0 days 00:19:19.571428571
446,2025-01-01 00:00:00,2025-01-01 01:00:00,Personal,Lakeview,Storyville,5.5,Missing_val,0 days 00:19:19.571428571
447,2025-01-01 00:00:00,2025-01-01 01:00:00,Business,Storyville,Faubourg Marigny,1.5,Meal/Entertain,0 days 00:19:19.571428571
448,2025-01-01 00:00:00,2025-01-01 01:00:00,Business,New Orleans,Metairie,14.5,Missing_val,0 days 00:19:19.571428571
449,2025-01-01 00:00:00,2025-01-01 01:00:00,Business,Metairie,Kenner,2.7,Missing_val,0 days 00:19:19.571428571
450,2025-01-01 00:00:00,2025-01-01 01:00:00,Business,Kenner,New Orleans,15.0,Missing_val,0 days 00:19:19.571428571
451,2025-01-01 00:00:00,2025-01-01 01:00:00,Business,New Orleans,Kenner,12.9,Missing_val,0 days 00:19:19.571428571
452,2025-01-01 00:00:00,2025-01-01 01:00:00,Business,Kenner,New Orleans,13.6,Missing_val,0 days 00:19:19.571428571
453,2025-01-01 00:00:00,2025-01-01 01:00:00,Business,New Orleans,Kenner,12.2,Missing_val,0 days 00:19:19.571428571
454,2025-01-01 00:00:00,2025-01-01 01:00:00,Business,Morrisville,Cary,8.7,Missing_val,0 days 00:19:19.571428571
455,2025-01-01 00:00:00,2025-01-01 01:00:00,Business,Cary,Raleigh,6.0,Missing_val,0 days 00:19:19.571428571
456,2025-01-01 00:00:00,2025-01-01 01:00:00,Business,Raleigh,Cary,5.9,Missing_val,0 days 00:19:19.571428571
457,2025-01-01 00:00:00,2025-01-01 01:00:00,Business,Cary,Raleigh,19.3,Missing_val,0 days 00:19:19.571428571
458,2025-01-01 00:00:00,2025-01-01 01:00:00,Business,Raleigh,Cary,16.6,Meal/Entertain,0 days 00:19:19.571428571
459,2025-01-01 00:00:00,2025-01-01 01:00:00,Business,Whitebridge,Waverly Place,7.1,Meal/Entertain,0 days 00:19:19.571428571
460,2025-01-01 00:00:00,2025-01-01 01:00:00,Business,Waverly Place,Macgregor Downs,2.1,Meal/Entertain,0 days 00:19:19.571428571
461,2025-01-01 00:00:00,2025-01-01 01:00:00,Business,Cary,Raleigh,8.6,Errand/Supplies,0 days 00:19:19.571428571
462,2025-01-01 00:00:00,2025-01-01 01:00:00,Business,Raleigh,Morrisville,9.0,Errand/Supplies,0 days 00:19:19.571428571
463,2025-01-01 00:00:00,2025-01-01 01:00:00,Business,Morrisville,Cary,3.1,Errand/Supplies,0 days 00:19:19.571428571
464,2025-01-01 00:00:00,2025-01-01 01:00:00,Business,Cary,Morrisville,8.4,Temporary Site,0 days 00:19:19.571428571
465,2025-01-01 00:00:00,2025-01-01 01:00:00,Business,Kenner,New Orleans,12.8,Missing_val,0 days 00:19:19.571428571
466,2025-01-01 00:00:00,2025-01-01 01:00:00,Business,CBD,Bywater,4.5,Missing_val,0 days 00:19:19.571428571
467,2025-01-01 00:00:00,2025-01-01 01:00:00,Business,New Orleans,Chalmette,11.8,Between Offices,0 days 00:19:19.571428571
468,2025-01-01 00:00:00,2025-01-01 01:00:00,Business,Chalmette,Arabi,1.1,Errand/Supplies,0 days 00:19:19.571428571
469,2025-01-01 00:00:00,2025-01-01 01:00:00,Business,Arabi,Metairie,17.0,Meal/Entertain,0 days 00:19:19.571428571
470,2025-01-01 00:00:00,2025-01-01 01:00:00,Business,Pontchartrain Shores,Pontchartrain Shores,1.7,Meeting,0 days 00:19:19.571428571
471,2025-01-01 00:00:00,2025-01-01 01:00:00,Business,Metairie,New Orleans,15.5,Meeting,0 days 00:19:19.571428571
472,2025-01-01 00:00:00,2025-01-01 01:00:00,Business,Storyville,Marigny,1.6,Missing_val,0 days 00:19:19.571428571
473,2025-01-01 00:00:00,2025-01-01 01:00:00,Business,Marigny,Storyville,1.5,Missing_val,0 days 00:19:19.571428571
474,2025-01-01 00:00:00,2025-01-01 01:00:00,Business,New Orleans,Kenner,12.6,Meeting,0 days 00:19:19.571428571
475,2025-01-01 00:00:00,2025-01-01 01:00:00,Business,Pontchartrain Shores,Pontchartrain Shores,4.8,Missing_val,0 days 00:19:19.571428571
476,2025-01-01 00:00:00,2025-01-01 01:00:00,Business,Kenner,Kenner,2.2,Missing_val,0 days 00:19:19.571428571
477,2025-01-01 00:00:00,2025-01-01 01:00:00,Business,Kenner,New Orleans,13.0,Missing_val,0 days 00:19:19.571428571
478,2025-01-01 00:00:00,2025-01-01 01:00:00,Business,New Orleans,Covington,46.9,Missing_val,0 days 00:19:19.571428571
479,2025-01-01 00:00:00,2025-01-01 01:00:00,Business,Covington,Covington,2.5,Missing_val,0 days 00:19:19.571428571
480,2025-01-01 00:00:00,2025-01-01 01:00:00,Business,Covington,Covington,8.6,Missing_val,0 days 00:19:19.571428571
481,2025-01-01 00:00:00,2025-01-01 01:00:00,Business,Covington,Covington,5.2,Missing_val,0 days 00:19:19.571428571
482,2025-01-01 00:00:00,2025-01-01 01:00:00,Business,Covington,Covington,7.6,Missing_val,0 days 00:19:19.571428571
483,2025-01-01 00:00:00,2025-01-01 01:00:00,Business,Covington,Covington,1.8,Missing_val,0 days 00:19:19.571428571
484,2025-01-01 00:00:00,2025-01-01 01:00:00,Business,Covington,Mandeville,4.7,Missing_val,0 days 00:19:19.571428571
485,2025-01-01 00:00:00,2025-01-01 01:00:00,Business,Mandeville,Mandeville,2.8,Missing_val,0 days 00:19:19.571428571
486,2025-01-01 00:00:00,2025-01-01 01:00:00,Business,Mandeville,Metairie,30.0,Missing_val,0 days 00:19:19.571428571
487,2025-01-01 00:00:00,2025-01-01 01:00:00,Business,Metairie,Kenner,4.4,Missing_val,0 days 00:19:19.571428571
488,2025-01-01 00:00:00,2025-01-01 01:00:00,Business,Jamestown Court,Jamestown Court,1.0,Missing_val,0 days 00:19:19.571428571
489,2025-01-01 00:00:00,2025-01-01 01:00:00,Business,Morrisville,Cary,8.2,Customer Visit,0 days 00:19:19.571428571
490,2025-01-01 00:00:00,2025-01-01 01:00:00,Business,Cary,Durham,10.4,Meeting,0 days 00:19:19.571428571
491,2025-01-01 00:00:00,2025-01-01 01:00:00,Business,Durham,Cary,9.9,Meeting,0 days 00:19:19.571428571
492,2025-01-01 00:00:00,2025-01-01 01:00:00,Business,Durham,Cary,9.9,Meeting,0 days 00:19:19.571428571
493,2025-01-01 00:00:00,2025-01-01 01:00:00,Business,Cary,Morrisville,7.3,Missing_val,0 days 00:19:19.571428571
494,2025-01-01 00:00:00,2025-01-01 01:00:00,Business,Morrisville,Cary,7.4,Missing_val,0 days 00:19:19.571428571
495,2025-01-01 00:00:00,2025-01-01 01:00:00,Business,Whitebridge,Westpark Place,1.6,Missing_val,0 days 00:19:19.571428571
496,2025-01-01 00:00:00,2025-01-01 01:00:00,Business,Westpark Place,Whitebridge,1.8,Missing_val,0 days 00:19:19.571428571
497,2025-01-01 00:00:00,2025-01-01 01:00:00,Business,Cary,Durham,10.4,Meeting,0 days 00:19:19.571428571
498,2025-01-01 00:00:00,2025-01-01 01:00:00,Business,Durham,Cary,9.9,Meeting,0 days 00:19:19.571428571
499,2025-01-01 00:00:00,2025-01-01 01:00:00,Business,Cary,Durham,9.9,Meeting,0 days 00:19:19.571428571
500,2016-07-01 00:00:00,2016-07-01 00:25:00,Business,Durham,Cary,9.9,Meeting,0 days 00:25:00
501,2016-07-01 09:34:00,2016-07-01 09:57:00,Business,Cary,Raleigh,13.3,Meeting,0 days 00:23:00
502,2016-07-01 12:36:00,2016-07-01 13:00:00,Business,Raleigh,Cary,11.3,Meeting,0 days 00:24:00
503,2016-07-01 20:06:00,2016-07-01 20:24:00,Business,Cary,Durham,10.5,Meeting,0 days 00:18:00
504,2016-07-01 23:48:00,2016-07-02 00:09:00,Business,Durham,Cary,9.9,Meeting,0 days 00:21:00
505,2016-07-02 20:18:00,2016-07-02 20:36:00,Business,Cary,Durham,10.1,Meeting,0 days 00:18:00
506,2016-07-02 23:48:00,2016-07-03 00:12:00,Business,Durham,Cary,9.9,Meeting,0 days 00:24:00
507,2016-07-03 00:28:00,2016-07-03 00:38:00,Business,Cary,Morrisville,3.1,Errand/Supplies,0 days 00:10:00
508,2016-07-03 03:02:00,2016-07-03 03:08:00,Business,Morrisville,Cary,3.1,Errand/Supplies,0 days 00:06:00
509,2016-07-03 20:00:00,2016-07-03 20:18:00,Business,Cary,Durham,9.9,Meeting,0 days 00:18:00
510,2016-07-04 00:32:00,2016-07-04 00:47:00,Business,Durham,Cary,9.9,Meeting,0 days 00:15:00
511,2016-07-04 17:31:00,2016-07-04 17:49:00,Business,Whitebridge,Summerwinds,8.8,Meeting,0 days 00:18:00
512,2016-07-04 18:23:00,2016-07-04 18:49:00,Business,Summerwinds,Whitebridge,8.7,Temporary Site,0 days 00:26:00
513,2016-07-04 20:00:00,2016-07-04 20:17:00,Business,Cary,Durham,11.8,Meeting,0 days 00:17:00
514,2016-07-05 00:00:00,2016-07-05 00:05:00,Business,Parkwood,Parkwood,1.2,Errand/Supplies,0 days 00:05:00
515,2016-07-05 00:08:00,2016-07-05 00:28:00,Business,Durham,Cary,9.9,Meeting,0 days 00:20:00
516,2016-07-05 16:48:00,2016-07-05 16:52:00,Business,Whitebridge,Whitebridge,0.6,Errand/Supplies,0 days 00:04:00
517,2016-07-05 20:06:00,2016-07-05 20:26:00,Business,Cary,Durham,9.9,Missing_val,0 days 00:20:00
518,2016-07-05 22:41:00,2016-07-05 23:02:00,Business,Durham,Morrisville,8.6,Missing_val,0 days 00:21:00
519,2016-07-06 00:33:00,2016-07-06 00:53:00,Business,Morrisville,Cary,6.3,Meal/Entertain,0 days 00:20:00
520,2016-07-06 09:06:00,2016-07-06 09:25:00,Business,Cary,Durham,9.9,Meeting,0 days 00:19:00
521,2016-07-06 12:48:00,2016-07-06 13:08:00,Business,Durham,Cary,9.9,Missing_val,0 days 00:20:00
522,2016-07-06 20:04:00,2016-07-06 20:14:00,Business,Cary,Morrisville,3.3,Meal/Entertain,0 days 00:10:00
523,2016-07-06 23:46:00,2016-07-06 23:59:00,Business,Morrisville,Cary,3.1,Customer Visit,0 days 00:13:00
524,2016-07-07 08:22:00,2016-07-07 08:50:00,Business,Cary,Morrisville,7.9,Temporary Site,0 days 00:28:00
525,2016-07-07 10:27:00,2016-07-07 10:33:00,Business,Morrisville,Cary,8.9,Missing_val,0 days 00:06:00
526,2016-07-07 12:59:00,2016-07-07 13:35:00,Business,Kenner,New Orleans,12.8,Missing_val,0 days 00:36:00
527,2016-07-08 09:50:00,2016-07-08 10:13:00,Business,CBD,Pontchartrain Beach,7.7,Missing_val,0 days 00:23:00
528,2016-07-08 10:51:00,2016-07-08 11:12:00,Business,Pontchartrain Beach,CBD,7.0,Missing_val,0 days 00:21:00
529,2016-07-08 13:48:00,2016-07-08 14:11:00,Business,New Orleans,Metairie,12.5,Missing_val,0 days 00:23:00
530,2016-07-08 17:11:00,2016-07-08 17:30:00,Business,Kenner,New Orleans,13.2,Missing_val,0 days 00:19:00
531,2016-07-09 09:03:00,2016-07-09 09:46:00,Business,New Orleans,Kenner,13.0,Missing_val,0 days 00:43:00
532,2016-07-09 09:52:00,2016-07-09 10:06:00,Business,Kenner,Metairie,4.9,Missing_val,0 days 00:14:00
533,2016-07-09 10:15:00,2016-07-09 10:33:00,Business,Metairie,New Orleans,8.5,Missing_val,0 days 00:18:00
534,2016-07-10 14:10:00,2016-07-10 14:17:00,Business,CBD,St Thomas,1.3,Missing_val,0 days 00:07:00
535,2016-07-10 16:04:00,2016-07-10 16:15:00,Business,St Thomas,CBD,1.8,Missing_val,0 days 00:11:00
536,2016-07-10 18:05:00,2016-07-10 18:21:00,Business,New Orleans,Kenner,13.6,Missing_val,0 days 00:16:00
537,2016-07-10 19:51:00,2016-07-10 20:08:00,Business,Kenner,New Orleans,13.4,Missing_val,0 days 00:17:00
538,2016-07-12 16:10:00,2016-07-12 16:45:00,Business,New Orleans,Kenner,12.3,Missing_val,0 days 00:35:00
539,2016-07-12 19:21:00,2016-07-12 19:26:00,Personal,Kenner,Kenner,1.4,Missing_val,0 days 00:05:00
540,2016-07-12 23:47:00,2016-07-12 23:47:00,Personal,Morrisville,Cary,8.7,Missing_val,0 days 00:19:19.571428571
541,2025-01-01 00:00:00,2025-01-01 01:00:00,Personal,Cary,Morrisville,23.5,Missing_val,0 days 00:19:19.571428571
542,2025-01-01 00:00:00,2025-01-01 01:00:00,Personal,Morrisville,Morrisville,2.2,Missing_val,0 days 00:19:19.571428571
543,2025-01-01 00:00:00,2025-01-01 01:00:00,Personal,Morrisville,Cary,4.4,Missing_val,0 days 00:19:19.571428571
544,2025-01-01 00:00:00,2025-01-01 01:00:00,Personal,Cary,Morrisville,3.3,Missing_val,0 days 00:19:19.571428571
545,2025-01-01 00:00:00,2025-01-01 01:00:00,Business,Morrisville,Morrisville,11.8,Errand/Supplies,0 days 00:19:19.571428571
546,2025-01-01 00:00:00,2025-01-01 01:00:00,Business,Morrisville,Banner Elk,195.3,Missing_val,0 days 00:19:19.571428571
547,2025-01-01 00:00:00,2025-01-01 01:00:00,Personal,Banner Elk,Banner Elk,8.3,Missing_val,0 days 00:19:19.571428571
548,2025-01-01 00:00:00,2025-01-01 01:00:00,Personal,Banner Elk,Banner Elk,3.2,Missing_val,0 days 00:19:19.571428571
549,2025-01-01 00:00:00,2025-01-01 01:00:00,Personal,Banner Elk,Elk Park,22.4,Missing_val,0 days 00:19:19.571428571
550,2025-01-01 00:00:00,2025-01-01 01:00:00,Personal,Elk Park,Banner Elk,12.2,Missing_val,0 days 00:19:19.571428571
551,2025-01-01 00:00:00,2025-01-01 01:00:00,Personal,Banner Elk,Banner Elk,4.5,Missing_val,0 days 00:19:19.571428571
552,2025-01-01 00:00:00,2025-01-01 01:00:00,Personal,Banner Elk,Newland,28.1,Missing_val,0 days 00:19:19.571428571
553,2025-01-01 00:00:00,2025-01-01 01:00:00,Personal,Newland,Newland,3.8,Missing_val,0 days 00:19:19.571428571
554,2025-01-01 00:00:00,2025-01-01 01:00:00,Personal,Newland,Boone,41.9,Missing_val,0 days 00:19:19.571428571
555,2025-01-01 00:00:00,2025-01-01 01:00:00,Personal,Boone,Banner Elk,23.8,Missing_val,0 days 00:19:19.571428571
556,2025-01-01 00:00:00,2025-01-01 01:00:00,Personal,Banner Elk,Banner Elk,13.0,Missing_val,0 days 00:19:19.571428571
557,2025-01-01 00:00:00,2025-01-01 01:00:00,Business,Banner Elk,Banner Elk,4.4,Errand/Supplies,0 days 00:19:19.571428571
558,2025-01-01 00:00:00,2025-01-01 01:00:00,Personal,Banner Elk,Boone,15.1,Charity ($),0 days 00:19:19.571428571
559,2025-01-01 00:00:00,2025-01-01 01:00:00,Personal,Boone,Cary,180.2,Commute,0 days 00:19:19.571428571
560,2025-01-01 00:00:00,2025-01-01 01:00:00,Personal,Cary,Morrisville,4.1,Moving,0 days 00:19:19.571428571
561,2025-01-01 00:00:00,2025-01-01 01:00:00,Personal,Morrisville,Cary,6.1,Moving,0 days 00:19:19.571428571
562,2025-01-01 00:00:00,2025-01-01 01:00:00,Personal,Northwoods,Preston,3.3,Moving,0 days 00:19:19.571428571
563,2025-01-01 00:00:00,2025-01-01 01:00:00,Personal,Preston,Whitebridge,4.7,Moving,0 days 00:19:19.571428571
564,2025-01-01 00:00:00,2025-01-01 01:00:00,Business,Cary,Apex,7.2,Meeting,0 days 00:19:19.571428571
565,2025-01-01 00:00:00,2025-01-01 01:00:00,Business,Apex,Cary,5.5,Meal/Entertain,0 days 00:19:19.571428571
566,2025-01-01 00:00:00,2025-01-01 01:00:00,Business,Cary,Morrisville,3.3,Meal/Entertain,0 days 00:19:19.571428571
567,2025-01-01 00:00:00,2025-01-01 01:00:00,Business,Hazelwood,Weston,0.9,Errand/Supplies,0 days 00:19:19.571428571
568,2025-01-01 00:00:00,2025-01-01 01:00:00,Business,Morrisville,Cary,3.8,Meal/Entertain,0 days 00:19:19.571428571
569,2025-01-01 00:00:00,2025-01-01 01:00:00,Business,Whitebridge,Stonewater,6.4,Customer Visit,0 days 00:19:19.571428571
570,2025-01-01 00:00:00,2025-01-01 01:00:00,Business,Stonewater,Lexington Park at Amberly,3.0,Meeting,0 days 00:19:19.571428571
571,2025-01-01 00:00:00,2025-01-01 01:00:00,Business,Lexington Park at Amberly,Whitebridge,8.7,Meal/Entertain,0 days 00:19:19.571428571
572,2025-01-01 00:00:00,2025-01-01 01:00:00,Business,Whitebridge,Chessington,3.9,Errand/Supplies,0 days 00:19:19.571428571
573,2025-01-01 00:00:00,2025-01-01 01:00:00,Personal,Chessington,Whitebridge,4.8,Missing_val,0 days 00:19:19.571428571
574,2025-01-01 00:00:00,2025-01-01 01:00:00,Personal,Whitebridge,Edgehill Farms,2.8,Missing_val,0 days 00:19:19.571428571
575,2025-01-01 00:00:00,2025-01-01 01:00:00,Personal,Edgehill Farms,Preston,1.4,Missing_val,0 days 00:19:19.571428571
576,2025-01-01 00:00:00,2025-01-01 01:00:00,Personal,Preston,Whitebridge,1.4,Missing_val,0 days 00:19:19.571428571
577,2025-01-01 00:00:00,2025-01-01 01:00:00,Business,Whitebridge,Edgehill Farms,2.7,Missing_val,0 days 00:19:19.571428571
578,2025-01-01 00:00:00,2025-01-01 01:00:00,Business,Edgehill Farms,Burtrose,2.3,Missing_val,0 days 00:19:19.571428571
579,2025-01-01 00:00:00,2025-01-01 01:00:00,Business,Cary,Morrisville,3.7,Missing_val,0 days 00:19:19.571428571
580,2025-01-01 00:00:00,2025-01-01 01:00:00,Business,Morrisville,Cary,2.9,Missing_val,0 days 00:19:19.571428571
581,2025-01-01 00:00:00,2025-01-01 01:00:00,Business,Cary,Morrisville,3.8,Missing_val,0 days 00:19:19.571428571
582,2025-01-01 00:00:00,2025-01-01 01:00:00,Business,Morrisville,Cary,5.1,Missing_val,0 days 00:19:19.571428571
583,2025-01-01 00:00:00,2025-01-01 01:00:00,Business,Hazelwood,Lexington Park at Amberly,9.1,Missing_val,0 days 00:19:19.571428571
584,2025-01-01 00:00:00,2025-01-01 01:00:00,Business,Cary,Durham,8.0,Missing_val,0 days 00:19:19.571428571
585,2025-01-01 00:00:00,2025-01-01 01:00:00,Business,Durham,Cary,9.9,Meeting,0 days 00:19:19.571428571
586,2025-01-01 00:00:00,2025-01-01 01:00:00,Business,Cary,Morrisville,6.1,Meal/Entertain,0 days 00:19:19.571428571
587,2025-01-01 00:00:00,2025-01-01 01:00:00,Business,Morrisville,Cary,12.2,Missing_val,0 days 00:19:19.571428571
588,2025-01-01 00:00:00,2025-01-01 01:00:00,Business,Wayne Ridge,Whitebridge,8.0,Missing_val,0 days 00:19:19.571428571
589,2025-01-01 00:00:00,2025-01-01 01:00:00,Business,Cary,Morrisville,4.0,Missing_val,0 days 00:19:19.571428571
590,2025-01-01 00:00:00,2025-01-01 01:00:00,Business,Morrisville,Cary,9.5,Missing_val,0 days 00:19:19.571428571
591,2025-01-01 00:00:00,2025-01-01 01:00:00,Business,Cary,Morrisville,3.0,Missing_val,0 days 00:19:19.571428571
592,2025-01-01 00:00:00,2025-01-01 01:00:00,Business,Morrisville,Cary,6.3,Missing_val,0 days 00:19:19.571428571
593,2025-01-01 00:00:00,2025-01-01 01:00:00,Business,Cary,Durham,10.4,Meeting,0 days 00:19:19.571428571
594,2025-01-01 00:00:00,2025-01-01 01:00:00,Business,Durham,Cary,9.9,Meeting,0 days 00:19:19.571428571
595,2025-01-01 00:00:00,2025-01-01 01:00:00,Business,Whitebridge,Parkway,1.5,Missing_val,0 days 00:19:19.571428571
596,2025-01-01 00:00:00,2025-01-01 01:00:00,Business,Cary,Morrisville,4.9,Missing_val,0 days 00:19:19.571428571
597,2025-01-01 00:00:00,2025-01-01 01:00:00,Business,Morrisville,Cary,7.9,Missing_val,0 days 00:19:19.571428571
598,2025-01-01 00:00:00,2025-01-01 01:00:00,Business,Parkway,Whitebridge,1.7,Missing_val,0 days 00:19:19.571428571
599,2025-01-01 00:00:00,2025-01-01 01:00:00,Business,Whitebridge,Westpark Place,2.2,Missing_val,0 days 00:19:19.571428571
600,2025-01-01 00:00:00,2025-01-01 01:00:00,Business,Westpark Place,Whitebridge,2.1,Missing_val,0 days 00:19:19.571428571
601,2025-01-01 00:00:00,2025-01-01 01:00:00,Business,Cary,Morrisville,2.5,Meal/Entertain,0 days 00:19:19.571428571
602,2025-01-01 00:00:00,2025-01-01 01:00:00,Business,Morrisville,Cary,2.5,Meal/Entertain,0 days 00:19:19.571428571
603,2025-01-01 00:00:00,2025-01-01 01:00:00,Business,Cary,Morrisville,2.8,Missing_val,0 days 00:19:19.571428571
604,2025-01-01 00:00:00,2025-01-01 01:00:00,Business,Morrisville,Raleigh,14.7,Missing_val,0 days 00:19:19.571428571
605,2025-01-01 00:00:00,2025-01-01 01:00:00,Business,Raleigh,Morrisville,14.6,Missing_val,0 days 00:19:19.571428571
606,2025-01-01 00:00:00,2025-01-01 01:00:00,Business,Morrisville,Cary,2.3,Missing_val,0 days 00:19:19.571428571
607,2025-01-01 00:00:00,2025-01-01 01:00:00,Business,Whitebridge,Westpark Place,2.2,Missing_val,0 days 00:19:19.571428571
608,2025-01-01 00:00:00,2025-01-01 01:00:00,Business,Westpark Place,Whitebridge,2.2,Meal/Entertain,0 days 00:19:19.571428571
609,2025-01-01 00:00:00,2025-01-01 01:00:00,Business,Cary,Durham,14.0,Missing_val,0 days 00:19:19.571428571
610,2025-01-01 00:00:00,2025-01-01 01:00:00,Business,Durham,Cary,13.3,Missing_val,0 days 00:19:19.571428571
611,2025-01-01 00:00:00,2025-01-01 01:00:00,Business,Westpark Place,Whitebridge,1.8,Missing_val,0 days 00:19:19.571428571
612,2016-08-01 12:47:00,2016-08-01 13:04:00,Business,Whitebridge,Arlington Park at Amberly,6.2,Missing_val,0 days 00:17:00
613,2016-08-01 13:08:00,2016-08-01 13:19:00,Business,Arlington Park at Amberly,Lexington Park at Amberly,1.3,Missing_val,0 days 00:11:00
614,2016-08-01 13:28:00,2016-08-01 13:46:00,Business,Lexington Park at Amberly,Westpark Place,1.9,Missing_val,0 days 00:18:00
615,2016-08-01 13:52:00,2016-08-01 14:14:00,Business,Cary,Apex,6.9,Missing_val,0 days 00:22:00
616,2016-08-01 15:40:00,2016-08-01 15:47:00,Business,Apex,Cary,4.6,Missing_val,0 days 00:07:00
617,2016-08-01 16:18:00,2016-08-01 16:25:00,Business,Whitebridge,Edgehill Farms,2.8,Missing_val,0 days 00:07:00
618,2016-08-01 16:29:00,2016-08-01 16:59:00,Business,Cary,Morrisville,9.1,Missing_val,0 days 00:30:00
619,2016-08-01 17:23:00,2016-08-01 17:55:00,Business,Morrisville,Cary,8.1,Missing_val,0 days 00:32:00
620,2016-08-02 08:11:00,2016-08-02 08:32:00,Business,Cary,Morrisville,8.4,Meeting,0 days 00:21:00
621,2016-08-02 11:51:00,2016-08-02 12:15:00,Business,Arlington,Washington,4.9,Missing_val,0 days 00:24:00
622,2016-08-02 19:15:00,2016-08-02 19:23:00,Business,Kalorama Triangle,K Street,1.0,Missing_val,0 days 00:08:00
623,2016-08-02 21:23:00,2016-08-02 21:29:00,Business,K Street,Kalorama Triangle,1.0,Missing_val,0 days 00:06:00
624,2016-08-03 12:46:00,2016-08-03 13:00:00,Business,West End,Northwest Rectangle,2.0,Missing_val,0 days 00:14:00
625,2016-08-03 14:59:00,2016-08-03 15:03:00,Business,K Street,Kalorama Triangle,1.1,Missing_val,0 days 00:04:00
626,2016-08-03 16:00:00,2016-08-03 16:04:00,Business,Kalorama Triangle,Downtown,1.5,Missing_val,0 days 00:04:00
627,2016-08-05 17:23:00,2016-08-05 17:30:00,Business,Connecticut Avenue,Kalorama Triangle,1.3,Missing_val,0 days 00:07:00
628,2016-08-05 18:17:00,2016-08-05 18:21:00,Business,Kalorama Triangle,Columbia Heights,1.8,Missing_val,0 days 00:04:00
629,2016-08-05 19:17:00,2016-08-05 19:27:00,Business,Columbia Heights,Kalorama Triangle,1.5,Missing_val,0 days 00:10:00
630,2016-08-06 06:40:00,2016-08-06 06:58:00,Business,Washington,Arlington,6.6,Missing_val,0 days 00:18:00
631,2016-08-06 09:31:00,2016-08-06 09:53:00,Business,Morrisville,Cary,8.0,Missing_val,0 days 00:22:00
632,2016-08-07 17:14:00,2016-08-07 17:23:00,Business,Whitebridge,Edgehill Farms,2.7,Missing_val,0 days 00:09:00
633,2016-08-07 17:28:00,2016-08-07 17:43:00,Business,Edgehill Farms,Whitebridge,2.7,Customer Visit,0 days 00:15:00
